0,1,2,3,4,5,6,7
6.6667e-06,0,2.2222e+15,1,0.1,0,0.00043349,0.00072282
7.7778e-06,0,2.2222e+15,1,0.1,0,0.0004315,0.00072252
8.8889e-06,0,2.2222e+15,1,0.1,0,0.00042997,0.00072222
1e-05,0,2.2222e+15,1,0.1,0,0.00042805,0.00072191
1e-10,0.033333,2.2222e+15,1,0.1,0,6.606e-05,0.00022664
1.1112e-06,0.033333,2.2222e+15,1,0.1,0,6.5624e-05,0.00022643
2.2223e-06,0.033333,2.2222e+15,1,0.1,0,6.5165e-05,0.00022622
3.3334e-06,0.033333,2.2222e+15,1,0.1,0,6.4723e-05,0.00022601
4.4445e-06,0.033333,2.2222e+15,1,0.1,0,6.4274e-05,0.00022581
5.5556e-06,0.033333,2.2222e+15,1,0.1,0,6.3865e-05,0.0002256
6.6667e-06,0.033333,2.2222e+15,1,0.1,0,6.3472e-05,0.00022539
7.7778e-06,0.033333,2.2222e+15,1,0.1,0,6.3028e-05,0.00022519
8.8889e-06,0.033333,2.2222e+15,1,0.1,0,6.2584e-05,0.00022498
1e-05,0.033333,2.2222e+15,1,0.1,0,6.215e-05,0.00022478
1e-10,0.066667,2.2222e+15,1,0.1,0,1.1223e-06,2.7549e-05
1.1112e-06,0.066667,2.2222e+15,1,0.1,0,1.0904e-06,2.7389e-05
2.2223e-06,0.066667,2.2222e+15,1,0.1,0,1.1021e-06,2.7229e-05
3.3334e-06,0.066667,2.2222e+15,1,0.1,0,1.0651e-06,2.7069e-05
4.4445e-06,0.066667,2.2222e+15,1,0.1,0,1.0349e-06,2.691e-05
5.5556e-06,0.066667,2.2222e+15,1,0.1,0,1.0001e-06,2.675e-05
6.6667e-06,0.066667,2.2222e+15,1,0.1,0,9.6675e-07,2.6591e-05
7.7778e-06,0.066667,2.2222e+15,1,0.1,0,9.4752e-07,2.6433e-05
8.8889e-06,0.066667,2.2222e+15,1,0.1,0,9.2931e-07,2.6274e-05
1e-05,0.066667,2.2222e+15,1,0.1,0,8.9966e-07,2.6115e-05
1e-10,0.1,2.2222e+15,1,0.1,0,0,0
1.1112e-06,0.1,2.2222e+15,1,0.1,0,0,0
2.2223e-06,0.1,2.2222e+15,1,0.1,0,0,0
3.3334e-06,0.1,2.2222e+15,1,0.1,0,0,0
4.4445e-06,0.1,2.2222e+15,1,0.1,0,0,0
5.5556e-06,0.1,2.2222e+15,1,0.1,0,0,0
6.6667e-06,0.1,2.2222e+15,1,0.1,0,0,0
7.7778e-06,0.1,2.2222e+15,1,0.1,0,0,0
8.8889e-06,0.1,2.2222e+15,1,0.1,0,0,0
1e-05,0.1,2.2222e+15,1,0.1,0,0,0
1e-10,0,3.3333e+15,1,0.1,0,0.00044667,0.00072469
1.1112e-06,0,3.3333e+15,1,0.1,0,0.00044473,0.00072438
2.2223e-06,0,3.3333e+15,1,0.1,0,0.00044199,0.00072407
3.3334e-06,0,3.3333e+15,1,0.1,0,0.00043978,0.00072376
4.4445e-06,0,3.3333e+15,1,0.1,0,0.00043817,0.00072346
5.5556e-06,0,3.3333e+15,1,0.1,0,0.00043612,0.00072316
6.6667e-06,0,3.3333e+15,1,0.1,0,0.00043412,0.00072285
7.7778e-06,0,3.3333e+15,1,0.1,0,0.00043232,0.00072255
8.8889e-06,0,3.3333e+15,1,0.1,0,0.00043031,0.00072225
1e-05,0,3.3333e+15,1,0.1,0,0.00042855,0.00072195
1e-10,0.033333,3.3333e+15,1,0.1,0,6.6652e-05,0.00022666
1.1112e-06,0.033333,3.3333e+15,1,0.1,0,6.6387e-05,0.00022645
2.2223e-06,0.033333,3.3333e+15,1,0.1,0,6.5937e-05,0.00022624
3.3334e-06,0.033333,3.3333e+15,1,0.1,0,6.542e-05,0.00022603
4.4445e-06,0.033333,3.3333e+15,1,0.1,0,6.4947e-05,0.00022583
5.5556e-06,0.033333,3.3333e+15,1,0.1,0,6.4505e-05,0.00022562
6.6667e-06,0.033333,3.3333e+15,1,0.1,0,6.41e-05,0.00022542
7.7778e-06,0.033333,3.3333e+15,1,0.1,0,6.3722e-05,0.00022521
8.8889e-06,0.033333,3.3333e+15,1,0.1,0,6.3366e-05,0.00022501
1e-05,0.033333,3.3333e+15,1,0.1,0,6.2916e-05,0.00022481
1e-10,0.066667,3.3333e+15,1,0.1,0,1.1221e-06,2.7556e-05
1.1112e-06,0.066667,3.3333e+15,1,0.1,0,1.0944e-06,2.7396e-05
2.2223e-06,0.066667,3.3333e+15,1,0.1,0,1.0665e-06,2.7237e-05
3.3334e-06,0.066667,3.3333e+15,1,0.1,0,1.0729e-06,2.7078e-05
4.4445e-06,0.066667,3.3333e+15,1,0.1,0,1.0413e-06,2.6919e-05
5.5556e-06,0.066667,3.3333e+15,1,0.1,0,1.0061e-06,2.676e-05
6.6667e-06,0.066667,3.3333e+15,1,0.1,0,9.7464e-07,2.6602e-05
7.7778e-06,0.066667,3.3333e+15,1,0.1,0,9.4892e-07,2.6443e-05
8.8889e-06,0.066667,3.3333e+15,1,0.1,0,9.2057e-07,2.6285e-05
1e-05,0.066667,3.3333e+15,1,0.1,0,8.9104e-07,2.6127e-05
1e-10,0.1,3.3333e+15,1,0.1,0,0,0
1.1112e-06,0.1,3.3333e+15,1,0.1,0,0,0
2.2223e-06,0.1,3.3333e+15,1,0.1,0,0,0
3.3334e-06,0.1,3.3333e+15,1,0.1,0,0,0
4.4445e-06,0.1,3.3333e+15,1,0.1,0,0,0
5.5556e-06,0.1,3.3333e+15,1,0.1,0,0,0
6.6667e-06,0.1,3.3333e+15,1,0.1,0,0,0
7.7778e-06,0.1,3.3333e+15,1,0.1,0,0,0
8.8889e-06,0.1,3.3333e+15,1,0.1,0,0,0
1e-05,0.1,3.3333e+15,1,0.1,0,0,0
1e-10,0,4.4444e+15,1,0.1,0,0.00044717,0.0007247
1.1112e-06,0,4.4444e+15,1,0.1,0,0.00044476,0.00072439
2.2223e-06,0,4.4444e+15,1,0.1,0,0.00044276,0.00072408
3.3334e-06,0,4.4444e+15,1,0.1,0,0.00044073,0.00072378
4.4445e-06,0,4.4444e+15,1,0.1,0,0.00043852,0.00072348
5.5556e-06,0,4.4444e+15,1,0.1,0,0.00043613,0.00072317
6.6667e-06,0,4.4444e+15,1,0.1,0,0.00043438,0.00072287
7.7778e-06,0,4.4444e+15,1,0.1,0,0.00043227,0.00072257
8.8889e-06,0,4.4444e+15,1,0.1,0,0.00043056,0.00072227
1e-05,0,4.4444e+15,1,0.1,0,0.00042818,0.00072197
1e-10,0.033333,4.4444e+15,1,0.1,0,6.7234e-05,0.00022667
1.1112e-06,0.033333,4.4444e+15,1,0.1,0,6.671e-05,0.00022646
2.2223e-06,0.033333,4.4444e+15,1,0.1,0,6.6337e-05,0.00022625
3.3334e-06,0.033333,4.4444e+15,1,0.1,0,6.5921e-05,0.00022605
4.4445e-06,0.033333,4.4444e+15,1,0.1,0,6.5363e-05,0.00022584
5.5556e-06,0.033333,4.4444e+15,1,0.1,0,6.4863e-05,0.00022564
6.6667e-06,0.033333,4.4444e+15,1,0.1,0,6.4476e-05,0.00022543
7.7778e-06,0.033333,4.4444e+15,1,0.1,0,6.4159e-05,0.00022523
8.8889e-06,0.033333,4.4444e+15,1,0.1,0,6.3675e-05,0.00022503
1e-05,0.033333,4.4444e+15,1,0.1,0,6.3286e-05,0.00022482
1e-10,0.066667,4.4444e+15,1,0.1,0,1.1298e-06,2.756e-05
1.1112e-06,0.066667,4.4444e+15,1,0.1,0,1.0987e-06,2.74e-05
2.2223e-06,0.066667,4.4444e+15,1,0.1,0,1.0654e-06,2.7241e-05
3.3334e-06,0.066667,4.4444e+15,1,0.1,0,1.0314e-06,2.7083e-05
4.4445e-06,0.066667,4.4444e+15,1,0.1,0,1.0085e-06,2.6924e-05
5.5556e-06,0.066667,4.4444e+15,1,0.1,0,1.01e-06,2.6766e-05
6.6667e-06,0.066667,4.4444e+15,1,0.1,0,9.7635e-07,2.6608e-05
7.7778e-06,0.066667,4.4444e+15,1,0.1,0,9.442e-07,2.6449e-05
8.8889e-06,0.066667,4.4444e+15,1,0.1,0,9.2012e-07,2.6291e-05
1e-05,0.066667,4.4444e+15,1,0.1,0,8.9208e-07,2.6133e-05
1e-10,0.1,4.4444e+15,1,0.1,0,0,0
1.1112e-06,0.1,4.4444e+15,1,0.1,0,0,0
2.2223e-06,0.1,4.4444e+15,1,0.1,0,0,0
3.3334e-06,0.1,4.4444e+15,1,0.1,0,0,0
4.4445e-06,0.1,4.4444e+15,1,0.1,0,0,0
5.5556e-06,0.1,4.4444e+15,1,0.1,0,0,0
6.6667e-06,0.1,4.4444e+15,1,0.1,0,0,0
7.7778e-06,0.1,4.4444e+15,1,0.1,0,0,0
8.8889e-06,0.1,4.4444e+15,1,0.1,0,0,0
1e-05,0.1,4.4444e+15,1,0.1,0,0,0
1e-10,0,5.5556e+15,1,0.1,0,0.00044798,0.00072471
1.1112e-06,0,5.5556e+15,1,0.1,0,0.00044535,0.0007244
2.2223e-06,0,5.5556e+15,1,0.1,0,0.00044326,0.00072409
3.3334e-06,0,5.5556e+15,1,0.1,0,0.00044116,0.00072379
4.4445e-06,0,5.5556e+15,1,0.1,0,0.0004389,0.00072349
5.5556e-06,0,5.5556e+15,1,0.1,0,0.0004371,0.00072319
6.6667e-06,0,5.5556e+15,1,0.1,0,0.00043517,0.00072289
7.7778e-06,0,5.5556e+15,1,0.1,0,0.00043337,0.00072259
8.8889e-06,0,5.5556e+15,1,0.1,0,0.00043116,0.00072229
1e-05,0,5.5556e+15,1,0.1,0,0.00042936,0.00072199
1e-10,0.033333,5.5556e+15,1,0.1,0,6.7457e-05,0.00022667
1.1112e-06,0.033333,5.5556e+15,1,0.1,0,6.711e-05,0.00022647
2.2223e-06,0.033333,5.5556e+15,1,0.1,0,6.6694e-05,0.00022626
3.3334e-06,0.033333,5.5556e+15,1,0.1,0,6.6181e-05,0.00022605
4.4445e-06,0.033333,5.5556e+15,1,0.1,0,6.5745e-05,0.00022585
5.5556e-06,0.033333,5.5556e+15,1,0.1,0,6.5225e-05,0.00022565
6.6667e-06,0.033333,5.5556e+15,1,0.1,0,6.486e-05,0.00022544
7.7778e-06,0.033333,5.5556e+15,1,0.1,0,6.4382e-05,0.00022524
8.8889e-06,0.033333,5.5556e+15,1,0.1,0,6.3956e-05,0.00022504
1e-05,0.033333,5.5556e+15,1,0.1,0,6.3469e-05,0.00022483
1e-10,0.066667,5.5556e+15,1,0.1,0,1.133e-06,2.7563e-05
1.1112e-06,0.066667,5.5556e+15,1,0.1,0,1.0995e-06,2.7403e-05
2.2223e-06,0.066667,5.5556e+15,1,0.1,0,1.0716e-06,2.7245e-05
3.3334e-06,0.066667,5.5556e+15,1,0.1,0,1.0426e-06,2.7086e-05
4.4445e-06,0.066667,5.5556e+15,1,0.1,0,1.01e-06,2.6928e-05
5.5556e-06,0.066667,5.5556e+15,1,0.1,0,9.9566e-07,2.677e-05
6.6667e-06,0.066667,5.5556e+15,1,0.1,0,9.7783e-07,2.6612e-05
7.7778e-06,0.066667,5.5556e+15,1,0.1,0,9.4655e-07,2.6454e-05
8.8889e-06,0.066667,5.5556e+15,1,0.1,0,9.1378e-07,2.6296e-05
1e-05,0.066667,5.5556e+15,1,0.1,0,8.9062e-07,2.6138e-05
1e-10,0.1,5.5556e+15,1,0.1,0,0,0
1.1112e-06,0.1,5.5556e+15,1,0.1,0,0,0
2.2223e-06,0.1,5.5556e+15,1,0.1,0,0,0
3.3334e-06,0.1,5.5556e+15,1,0.1,0,0,0
4.4445e-06,0.1,5.5556e+15,1,0.1,0,0,0
5.5556e-06,0.1,5.5556e+15,1,0.1,0,0,0
6.6667e-06,0.1,5.5556e+15,1,0.1,0,0,0
7.7778e-06,0.1,5.5556e+15,1,0.1,0,0,0
8.8889e-06,0.1,5.5556e+15,1,0.1,0,0,0
1e-05,0.1,5.5556e+15,1,0.1,0,0,0
1e-10,0,6.6667e+15,1,0.1,0,0.00044811,0.00072471
1.1112e-06,0,6.6667e+15,1,0.1,0,0.00044521,0.0007244
2.2223e-06,0,6.6667e+15,1,0.1,0,0.00044316,0.0007241
3.3334e-06,0,6.6667e+15,1,0.1,0,0.0004413,0.0007238
4.4445e-06,0,6.6667e+15,1,0.1,0,0.00043902,0.0007235
5.5556e-06,0,6.6667e+15,1,0.1,0,0.00043678,0.0007232
6.6667e-06,0,6.6667e+15,1,0.1,0,0.00043498,0.00072289
7.7778e-06,0,6.6667e+15,1,0.1,0,0.0004331,0.0007226
8.8889e-06,0,6.6667e+15,1,0.1,0,0.00043135,0.0007223
1e-05,0,6.6667e+15,1,0.1,0,0.00042962,0.000722
1e-10,0.033333,6.6667e+15,1,0.1,0,6.7818e-05,0.00022668
1.1112e-06,0.033333,6.6667e+15,1,0.1,0,6.7455e-05,0.00022647
2.2223e-06,0.033333,6.6667e+15,1,0.1,0,6.6873e-05,0.00022627
3.3334e-06,0.033333,6.6667e+15,1,0.1,0,6.6535e-05,0.00022606
4.4445e-06,0.033333,6.6667e+15,1,0.1,0,6.5939e-05,0.00022586
5.5556e-06,0.033333,6.6667e+15,1,0.1,0,6.5529e-05,0.00022565
6.6667e-06,0.033333,6.6667e+15,1,0.1,0,6.5067e-05,0.00022545
7.7778e-06,0.033333,6.6667e+15,1,0.1,0,6.4605e-05,0.00022525
8.8889e-06,0.033333,6.6667e+15,1,0.1,0,6.4223e-05,0.00022505
1e-05,0.033333,6.6667e+15,1,0.1,0,6.3701e-05,0.00022484
1e-10,0.066667,6.6667e+15,1,0.1,0,1.0915e-06,2.7565e-05
1.1112e-06,0.066667,6.6667e+15,1,0.1,0,1.1021e-06,2.7406e-05
2.2223e-06,0.066667,6.6667e+15,1,0.1,0,1.0746e-06,2.7247e-05
3.3334e-06,0.066667,6.6667e+15,1,0.1,0,1.0352e-06,2.7089e-05
4.4445e-06,0.066667,6.6667e+15,1,0.1,0,1.0032e-06,2.6931e-05
5.5556e-06,0.066667,6.6667e+15,1,0.1,0,9.7973e-07,2.6773e-05
6.6667e-06,0.066667,6.6667e+15,1,0.1,0,9.5145e-07,2.6615e-05
7.7778e-06,0.066667,6.6667e+15,1,0.1,0,9.2097e-07,2.6457e-05
8.8889e-06,0.066667,6.6667e+15,1,0.1,0,9.1594e-07,2.6299e-05
1e-05,0.066667,6.6667e+15,1,0.1,0,8.907e-07,2.6141e-05
1e-10,0.1,6.6667e+15,1,0.1,0,0,0
1.1112e-06,0.1,6.6667e+15,1,0.1,0,0,0
2.2223e-06,0.1,6.6667e+15,1,0.1,0,0,0
3.3334e-06,0.1,6.6667e+15,1,0.1,0,0,0
4.4445e-06,0.1,6.6667e+15,1,0.1,0,0,0
5.5556e-06,0.1,6.6667e+15,1,0.1,0,0,0
6.6667e-06,0.1,6.6667e+15,1,0.1,0,0,0
7.7778e-06,0.1,6.6667e+15,1,0.1,0,0,0
8.8889e-06,0.1,6.6667e+15,1,0.1,0,0,0
1e-05,0.1,6.6667e+15,1,0.1,0,0,0
1e-10,0,7.7778e+15,1,0.1,0,0.00044766,0.00072472
1.1112e-06,0,7.7778e+15,1,0.1,0,0.0004455,0.00072441
2.2223e-06,0,7.7778e+15,1,0.1,0,0.00044305,0.0007241
3.3334e-06,0,7.7778e+15,1,0.1,0,0.00044082,0.0007238
4.4445e-06,0,7.7778e+15,1,0.1,0,0.00043939,0.0007235
5.5556e-06,0,7.7778e+15,1,0.1,0,0.0004373,0.0007232
6.6667e-06,0,7.7778e+15,1,0.1,0,0.00043527,0.0007229
7.7778e-06,0,7.7778e+15,1,0.1,0,0.00043369,0.0007226
8.8889e-06,0,7.7778e+15,1,0.1,0,0.00043146,0.0007223
1e-05,0,7.7778e+15,1,0.1,0,0.00042968,0.000722
1e-10,0.033333,7.7778e+15,1,0.1,0,6.7946e-05,0.00022668
1.1112e-06,0.033333,7.7778e+15,1,0.1,0,6.75e-05,0.00022647
2.2223e-06,0.033333,7.7778e+15,1,0.1,0,6.7143e-05,0.00022627
3.3334e-06,0.033333,7.7778e+15,1,0.1,0,6.6609e-05,0.00022607
4.4445e-06,0.033333,7.7778e+15,1,0.1,0,6.6123e-05,0.00022586
5.5556e-06,0.033333,7.7778e+15,1,0.1,0,6.569e-05,0.00022566
6.6667e-06,0.033333,7.7778e+15,1,0.1,0,6.5329e-05,0.00022546
7.7778e-06,0.033333,7.7778e+15,1,0.1,0,6.4839e-05,0.00022525
8.8889e-06,0.033333,7.7778e+15,1,0.1,0,6.4351e-05,0.00022505
1e-05,0.033333,7.7778e+15,1,0.1,0,6.3951e-05,0.00022485
1e-10,0.066667,7.7778e+15,1,0.1,0,1.0721e-06,2.7566e-05
1.1112e-06,0.066667,7.7778e+15,1,0.1,0,1.105e-06,2.7407e-05
2.2223e-06,0.066667,7.7778e+15,1,0.1,0,1.0758e-06,2.7249e-05
3.3334e-06,0.066667,7.7778e+15,1,0.1,0,1.039e-06,2.7091e-05
4.4445e-06,0.066667,7.7778e+15,1,0.1,0,1.0041e-06,2.6933e-05
5.5556e-06,0.066667,7.7778e+15,1,0.1,0,9.7981e-07,2.6775e-05
6.6667e-06,0.066667,7.7778e+15,1,0.1,0,9.5105e-07,2.6617e-05
7.7778e-06,0.066667,7.7778e+15,1,0.1,0,9.3457e-07,2.6459e-05
8.8889e-06,0.066667,7.7778e+15,1,0.1,0,9.0156e-07,2.6302e-05
1e-05,0.066667,7.7778e+15,1,0.1,0,8.8576e-07,2.6144e-05
1e-10,0.1,7.7778e+15,1,0.1,0,0,0
1.1112e-06,0.1,7.7778e+15,1,0.1,0,0,0
2.2223e-06,0.1,7.7778e+15,1,0.1,0,0,0
3.3334e-06,0.1,7.7778e+15,1,0.1,0,0,0
4.4445e-06,0.1,7.7778e+15,1,0.1,0,0,0
5.5556e-06,0.1,7.7778e+15,1,0.1,0,0,0
6.6667e-06,0.1,7.7778e+15,1,0.1,0,0,0
7.7778e-06,0.1,7.7778e+15,1,0.1,0,0,0
8.8889e-06,0.1,7.7778e+15,1,0.1,0,0,0
1e-05,0.1,7.7778e+15,1,0.1,0,0,0
1e-10,0,8.8889e+15,1,0.1,0,0.00044795,0.00072472
1.1112e-06,0,8.8889e+15,1,0.1,0,0.00044525,0.00072441
2.2223e-06,0,8.8889e+15,1,0.1,0,0.00044323,0.00072411
3.3334e-06,0,8.8889e+15,1,0.1,0,0.00044109,0.00072381
4.4445e-06,0,8.8889e+15,1,0.1,0,0.00043884,0.00072351
5.5556e-06,0,8.8889e+15,1,0.1,0,0.0004369,0.00072321
6.6667e-06,0,8.8889e+15,1,0.1,0,0.00043514,0.00072291
7.7778e-06,0,8.8889e+15,1,0.1,0,0.00043333,0.00072261
8.8889e-06,0,8.8889e+15,1,0.1,0,0.000432,0.00072231
1e-05,0,8.8889e+15,1,0.1,0,0.00042983,0.00072201
1e-10,0.033333,8.8889e+15,1,0.1,0,6.8129e-05,0.00022668
1.1112e-06,0.033333,8.8889e+15,1,0.1,0,6.7607e-05,0.00022648
2.2223e-06,0.033333,8.8889e+15,1,0.1,0,6.7413e-05,0.00022627
3.3334e-06,0.033333,8.8889e+15,1,0.1,0,6.6698e-05,0.00022607
4.4445e-06,0.033333,8.8889e+15,1,0.1,0,6.6267e-05,0.00022587
5.5556e-06,0.033333,8.8889e+15,1,0.1,0,6.5833e-05,0.00022566
6.6667e-06,0.033333,8.8889e+15,1,0.1,0,6.5439e-05,0.00022546
7.7778e-06,0.033333,8.8889e+15,1,0.1,0,6.4978e-05,0.00022526
8.8889e-06,0.033333,8.8889e+15,1,0.1,0,6.4511e-05,0.00022506
1e-05,0.033333,8.8889e+15,1,0.1,0,6.4088e-05,0.00022485
1e-10,0.066667,8.8889e+15,1,0.1,0,1.108e-06,2.7567e-05
1.1112e-06,0.066667,8.8889e+15,1,0.1,0,1.1087e-06,2.7409e-05
2.2223e-06,0.066667,8.8889e+15,1,0.1,0,1.0798e-06,2.725e-05
3.3334e-06,0.066667,8.8889e+15,1,0.1,0,1.0406e-06,2.7092e-05
4.4445e-06,0.066667,8.8889e+15,1,0.1,0,1.0071e-06,2.6934e-05
5.5556e-06,0.066667,8.8889e+15,1,0.1,0,9.7503e-07,2.6777e-05
6.6667e-06,0.066667,8.8889e+15,1,0.1,0,9.5326e-07,2.6619e-05
7.7778e-06,0.066667,8.8889e+15,1,0.1,0,9.37e-07,2.6461e-05
8.8889e-06,0.066667,8.8889e+15,1,0.1,0,9.0656e-07,2.6304e-05
1e-05,0.066667,8.8889e+15,1,0.1,0,8.8068e-07,2.6146e-05
1e-10,0.1,8.8889e+15,1,0.1,0,0,0
1.1112e-06,0.1,8.8889e+15,1,0.1,0,0,0
2.2223e-06,0.1,8.8889e+15,1,0.1,0,0,0
3.3334e-06,0.1,8.8889e+15,1,0.1,0,0,0
4.4445e-06,0.1,8.8889e+15,1,0.1,0,0,0
5.5556e-06,0.1,8.8889e+15,1,0.1,0,0,0
6.6667e-06,0.1,8.8889e+15,1,0.1,0,0,0
7.7778e-06,0.1,8.8889e+15,1,0.1,0,0,0
8.8889e-06,0.1,8.8889e+15,1,0.1,0,0,0
1e-05,0.1,8.8889e+15,1,0.1,0,0,0
1e-10,0,1e+16,1,0.1,0,0.00044754,0.00072472
1.1112e-06,0,1e+16,1,0.1,0,0.00044557,0.00072442
2.2223e-06,0,1e+16,1,0.1,0,0.00044335,0.00072411
3.3334e-06,0,1e+16,1,0.1,0,0.00044098,0.00072381
4.4445e-06,0,1e+16,1,0.1,0,0.00043915,0.00072351
5.5556e-06,0,1e+16,1,0.1,0,0.00043717,0.00072321
