,0,1,2,3,4,5,6
153,3.3333999999999997e-06,0.06666699999999999,4444400000000000.0,1.0,0.1,0.0,1.0
154,4.4444999999999995e-06,0.06666699999999999,4444400000000000.0,1.0,0.1,0.0,1.0
155,5.5556e-06,0.06666699999999999,4444400000000000.0,1.0,0.1,0.0,1.0
156,6.666699999999999e-06,0.06666699999999999,4444400000000000.0,1.0,0.1,0.0,1.0
157,7.7778e-06,0.06666699999999999,4444400000000000.0,1.0,0.1,0.0,1.0
158,8.8889e-06,0.06666699999999999,4444400000000000.0,1.0,0.1,0.0,1.0
159,1e-05,0.06666699999999999,4444400000000000.0,1.0,0.1,0.0,1.0
160,1e-10,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
161,1.1112e-06,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
162,2.2223e-06,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
163,3.3333999999999997e-06,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
164,4.4444999999999995e-06,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
165,5.5556e-06,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
166,6.666699999999999e-06,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
167,7.7778e-06,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
168,8.8889e-06,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
169,1e-05,0.0,5555600000000000.0,1.0,0.1,0.0,1.0
170,1e-10,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
171,1.1112e-06,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
172,2.2223e-06,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
173,3.3333999999999997e-06,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
174,4.4444999999999995e-06,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
175,5.5556e-06,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
176,6.666699999999999e-06,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
177,7.7778e-06,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
178,8.8889e-06,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
179,1e-05,0.033333,5555600000000000.0,1.0,0.1,0.0,1.0
180,1e-10,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
181,1.1112e-06,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
182,2.2223e-06,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
183,3.3333999999999997e-06,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
184,4.4444999999999995e-06,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
185,5.5556e-06,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
186,6.666699999999999e-06,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
187,7.7778e-06,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
188,8.8889e-06,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
189,1e-05,0.06666699999999999,5555600000000000.0,1.0,0.1,0.0,1.0
190,1e-10,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
191,1.1112e-06,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
192,2.2223e-06,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
193,3.3333999999999997e-06,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
194,4.4444999999999995e-06,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
195,5.5556e-06,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
196,6.666699999999999e-06,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
197,7.7778e-06,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
198,8.8889e-06,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
199,1e-05,0.0,6666700000000000.0,1.0,0.1,0.0,1.0
200,1e-10,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
201,1.1112e-06,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
202,2.2223e-06,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
203,3.3333999999999997e-06,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
204,4.4444999999999995e-06,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
205,5.5556e-06,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
206,6.666699999999999e-06,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
207,7.7778e-06,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
208,8.8889e-06,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
209,1e-05,0.033333,6666700000000000.0,1.0,0.1,0.0,1.0
210,1e-10,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
211,1.1112e-06,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
212,2.2223e-06,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
213,3.3333999999999997e-06,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
214,4.4444999999999995e-06,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
215,5.5556e-06,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
216,6.666699999999999e-06,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
217,7.7778e-06,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
218,8.8889e-06,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
219,1e-05,0.06666699999999999,6666700000000000.0,1.0,0.1,0.0,1.0
220,1e-10,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
221,1.1112e-06,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
222,2.2223e-06,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
223,3.3333999999999997e-06,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
224,4.4444999999999995e-06,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
225,5.5556e-06,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
226,6.666699999999999e-06,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
227,7.7778e-06,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
228,8.8889e-06,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
229,1e-05,0.0,7777800000000000.0,1.0,0.1,0.0,1.0
230,1e-10,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
231,1.1112e-06,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
232,2.2223e-06,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
233,3.3333999999999997e-06,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
234,4.4444999999999995e-06,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
235,5.5556e-06,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
236,6.666699999999999e-06,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
237,7.7778e-06,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
238,8.8889e-06,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
239,1e-05,0.033333,7777800000000000.0,1.0,0.1,0.0,1.0
240,1e-10,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
241,1.1112e-06,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
242,2.2223e-06,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
243,3.3333999999999997e-06,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
244,4.4444999999999995e-06,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
245,5.5556e-06,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
246,6.666699999999999e-06,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
247,7.7778e-06,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
248,8.8889e-06,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
249,1e-05,0.06666699999999999,7777800000000000.0,1.0,0.1,0.0,1.0
250,1e-10,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
251,1.1112e-06,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
252,2.2223e-06,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
253,3.3333999999999997e-06,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
254,4.4444999999999995e-06,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
255,5.5556e-06,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
256,6.666699999999999e-06,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
257,7.7778e-06,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
258,8.8889e-06,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
259,1e-05,0.0,8888900000000000.0,1.0,0.1,0.0,1.0
260,1e-10,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
261,1.1112e-06,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
262,2.2223e-06,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
263,3.3333999999999997e-06,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
264,4.4444999999999995e-06,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
265,5.5556e-06,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
266,6.666699999999999e-06,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
267,7.7778e-06,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
268,8.8889e-06,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
269,1e-05,0.033333,8888900000000000.0,1.0,0.1,0.0,1.0
270,1e-10,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
271,1.1112e-06,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
272,2.2223e-06,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
273,3.3333999999999997e-06,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
274,4.4444999999999995e-06,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
275,5.5556e-06,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
276,6.666699999999999e-06,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
277,7.7778e-06,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
278,8.8889e-06,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
279,1e-05,0.06666699999999999,8888900000000000.0,1.0,0.1,0.0,1.0
280,1e-10,0.0,1e+16,1.0,0.1,0.0,1.0
281,1.1112e-06,0.0,1e+16,1.0,0.1,0.0,1.0
282,2.2223e-06,0.0,1e+16,1.0,0.1,0.0,1.0
283,3.3333999999999997e-06,0.0,1e+16,1.0,0.1,0.0,1.0
284,4.4444999999999995e-06,0.0,1e+16,1.0,0.1,0.0,1.0
285,5.5556e-06,0.0,1e+16,1.0,0.1,0.0,1.0
286,6.666699999999999e-06,0.0,1e+16,1.0,0.1,0.0,1.0
287,7.7778e-06,0.0,1e+16,1.0,0.1,0.0,1.0
288,8.8889e-06,0.0,1e+16,1.0,0.1,0.0,1.0
289,1e-05,0.0,1e+16,1.0,0.1,0.0,1.0
290,1e-10,0.033333,1e+16,1.0,0.1,0.0,1.0
291,1.1112e-06,0.033333,1e+16,1.0,0.1,0.0,1.0
292,2.2223e-06,0.033333,1e+16,1.0,0.1,0.0,1.0
293,3.3333999999999997e-06,0.033333,1e+16,1.0,0.1,0.0,1.0
294,4.4444999999999995e-06,0.033333,1e+16,1.0,0.1,0.0,1.0
295,5.5556e-06,0.033333,1e+16,1.0,0.1,0.0,1.0
296,6.666699999999999e-06,0.033333,1e+16,1.0,0.1,0.0,1.0
297,7.7778e-06,0.033333,1e+16,1.0,0.1,0.0,1.0
298,8.8889e-06,0.033333,1e+16,1.0,0.1,0.0,1.0
299,1e-05,0.033333,1e+16,1.0,0.1,0.0,1.0
300,1e-10,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
301,1.1112e-06,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
302,2.2223e-06,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
303,3.3333999999999997e-06,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
304,4.4444999999999995e-06,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
305,5.5556e-06,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
306,6.666699999999999e-06,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
307,7.7778e-06,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
308,8.8889e-06,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
309,1e-05,0.06666699999999999,1e+16,1.0,0.1,0.0,1.0
310,1e-10,0.0,100000000.0,75.75,0.1,0.0,1.0
311,1.1112e-06,0.0,100000000.0,75.75,0.1,0.0,1.0
312,2.2223e-06,0.0,100000000.0,75.75,0.1,0.0,1.0
313,3.3333999999999997e-06,0.0,100000000.0,75.75,0.1,0.0,1.0
314,4.4444999999999995e-06,0.0,100000000.0,75.75,0.1,0.0,1.0
315,5.5556e-06,0.0,100000000.0,75.75,0.1,0.0,1.0
316,6.666699999999999e-06,0.0,100000000.0,75.75,0.1,0.0,1.0
317,7.7778e-06,0.0,100000000.0,75.75,0.1,0.0,1.0
318,8.8889e-06,0.0,100000000.0,75.75,0.1,0.0,1.0
319,1e-05,0.0,100000000.0,75.75,0.1,0.0,1.0
320,1e-10,0.033333,100000000.0,75.75,0.1,0.0,1.0
321,1.1112e-06,0.033333,100000000.0,75.75,0.1,0.0,1.0
322,2.2223e-06,0.033333,100000000.0,75.75,0.1,0.0,1.0
323,3.3333999999999997e-06,0.033333,100000000.0,75.75,0.1,0.0,1.0
324,4.4444999999999995e-06,0.033333,100000000.0,75.75,0.1,0.0,1.0
325,5.5556e-06,0.033333,100000000.0,75.75,0.1,0.0,1.0
326,6.666699999999999e-06,0.033333,100000000.0,75.75,0.1,0.0,1.0
327,7.7778e-06,0.033333,100000000.0,75.75,0.1,0.0,1.0
328,8.8889e-06,0.033333,100000000.0,75.75,0.1,0.0,1.0
329,1e-05,0.033333,100000000.0,75.75,0.1,0.0,1.0
330,1e-10,0.1,100000000.0,75.75,0.1,0.0,1.0
331,1.1112e-06,0.1,100000000.0,75.75,0.1,0.0,1.0
332,6.666699999999999e-06,0.1,100000000.0,75.75,0.1,0.0,1.0
333,7.7778e-06,0.1,100000000.0,75.75,0.1,0.0,1.0
334,8.8889e-06,0.1,100000000.0,75.75,0.1,0.0,1.0
335,1e-05,0.1,100000000.0,75.75,0.1,0.0,1.0
336,1e-10,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
337,1.1112e-06,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
338,2.2223e-06,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
339,3.3333999999999997e-06,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
340,4.4444999999999995e-06,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
341,5.5556e-06,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
342,6.666699999999999e-06,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
343,7.7778e-06,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
344,8.8889e-06,0.0,1111100000000000.0,75.75,0.1,0.0,1.0
